date,price,vol
1510568276,34.0,37556.0
1510568582,34.0,17910.0
1510568883,33.0,8493.0
1510569181,33.0,9534.0
1510569481,33.0,9492.0
1510569782,33.0,12344.0
1510570082,33.0,12723.0
1510570383,33.0,11060.0
1510570683,33.0,8905.0
1510570982,33.0,10159.0
1510571283,33.0,42526.0
1510571583,33.05,49146.0
1510571884,33.166666666666664,51181.0
1510572184,33.21666666666667,50556.0
1510572545,33.36666666666667,21712.0
1510572786,33.483333333333334,33741.0
1510573083,33.541666666666664,31878.0
1510573383,33.458333333333336,24199.0
1510573685,33.25833333333333,23467.0
1510573982,33.175,21410.0
1510574282,33.016666666666666,6226.0
1510574584,33.0,3948.0
1510574882,33.0,12952.0
1510575183,33.0,14202.0
1510575483,33.0,15249.0
1510575785,33.0,20553.0
1510576088,33.0,21946.0
1510576382,33.0,20151.0
1510576682,33.0,14211.0
1510576980,33.0,14357.0
1510577283,33.0,14798.0
1510577582,33.0,16342.0
1510577884,33.0,28602.0
1510578184,33.0,28217.0
1510578483,33.0,9166.0
1510578780,33.0,10484.0
1510579084,32.95,19015.0
1510579381,33.0,18374.0
1510579685,33.0,8719.0
1510579982,33.0,54850.0
1510580280,33.0,36595.0
1510580581,33.0,22171.0
1510580882,33.0,22431.0
1510581182,33.0,26153.0
1510581480,33.0,20208.0
1510581781,33.0,26333.0
1510582081,33.0,17326.0
1510582383,33.0,39309.0
1510582682,33.0,32061.0
1510582981,33.0,28974.0
1510583283,33.0,43940.0
1510583584,33.0,47428.0
1510583887,33.0,49613.0
1510584181,33.0,73979.0
1510584483,33.0,10864.0
1510584781,33.3,12300.0
1510585083,33.3,12968.0
1510585384,33.041666666666664,21809.0
1510585683,33.108333333333334,23279.0
1510585982,33.11666666666667,23409.0
1510586284,33.78333333333333,26159.0
1510586582,34.0,28640.0
1510586883,34.0,24887.0
1510587183,34.0,19149.0
1510587482,33.666666666666664,3061.0
1510587781,33.55833333333333,4108.0
1510588082,33.55833333333333,34065.0
1510588383,33.725,40629.0
1510588684,33.93333333333333,40672.0
1510588982,34.0,36783.0
1510589284,34.0,46521.0
1510589583,34.0,37011.0
1510589885,34.0,8677.0
1510590184,34.0,10701.0
1510590484,34.0,7942.0
1510590781,34.0,15749.0
1510591082,34.0,15824.0
1510591384,34.0,15905.0
1510591682,33.541666666666664,8686.0
1510591984,33.43333333333333,11858.0
1510592282,33.30833333333333,20716.0
1510592583,33.175,37375.0
1510592882,33.03333333333333,35391.0
1510593184,33.025,25123.0
1510593485,33.0,9058.0
1510593786,33.0,4192.0
1510594083,33.0,4332.0
1510594384,33.0,25229.0
1510594684,33.333333333333336,28420.0
1510594983,33.40833333333333,28676.0
1510595281,33.46666666666667,25048.0
1510595581,33.675,26540.0
1510595882,33.708333333333336,24269.0
1510596182,33.8,22198.0
1510596483,33.825,22423.0
1510596784,33.833333333333336,23348.0
1510597081,33.833333333333336,23377.0
1510597383,33.833333333333336,43453.0
1510597683,33.875,33091.0
1510597982,33.95,33209.0
1510598282,33.88333333333333,31946.0
1510598583,33.458333333333336,12369.0
1510598884,33.36666666666667,14986.0
1510599182,33.325,15952.0
1510599485,33.325,15351.0
1510599782,33.18333333333333,10038.0
1510600704,33.11666666666667,5463.0
1510600982,33.0,6573.0
1510601283,33.0,8121.0
1510601580,34.0,63184.0
1510601881,34.0,55100.0
1510602182,34.0,25120.0
1510602483,34.0,16407.0
1510602783,34.0,13430.0
1510603081,34.0,42855.0
1510603381,34.0,30810.0
1510603683,34.0,24399.0
1510603983,34.0,19237.0
1510604283,34.0,10725.0
1510604582,34.0,16970.0
1510604883,34.0,18883.0
1510605184,34.0,19293.0
1510605483,34.0,20447.0
1510605781,34.0,24966.0
1510606081,34.0,19382.0
1510606382,34.0,16447.0
1510606684,34.0,16478.0
1510606984,34.0,7631.0
1510607282,34.0,9484.0
1510607582,34.0,15007.0
1510607884,34.0,29462.0
1510608181,34.0,24613.0
1510608482,34.0,24709.0
1510608782,34.0,6610.0
1510609081,34.0,5571.0
1510609382,34.0,11750.0
1510609683,34.0,11780.0
1510609981,34.0,12011.0
1510610282,34.0,10510.0
1510610584,34.0,15040.0
1510610885,34.0,18840.0
1510611183,34.0,19956.0
1510611484,34.0,21850.0
1510611781,34.0,22704.0
1510612083,34.0,23379.0
1510612385,34.0,22458.0
1510612681,34.0,23642.0
1510612984,34.0,23237.0
1510613285,34.0,34475.0
1510613581,34.0,35584.0
1510613881,34.0,33163.0
1510614184,34.0,35524.0
1510614485,34.0,30153.0
1510614782,-14.0,0.0
1510615082,34.0,19043.0
1510615383,34.0,12285.0
1510615687,34.0,12520.0
1510615981,34.0,27965.0
1510616281,34.0,28024.0
1510616582,34.0,23397.0
1510616882,34.0,10993.0
1510617185,34.0,12183.0
1510617483,34.0,11297.0
1510617782,34.0,9053.0
1510618082,34.0,11987.0
1510618383,34.0,12137.0
1510618682,34.0,20853.0
1510618982,34.0,8257.0
1510619282,34.0,16521.0
1510619583,34.0,10120.0
1510619882,33.71666666666667,18296.0
1510620183,33.675,20874.0
1510620484,33.325,19427.0
1510620783,33.38333333333333,24800.0
1510621214,33.46666666666667,16111.0
1510621382,33.49166666666667,20683.0
1510621684,33.708333333333336,41300.0
1510621980,34.0,38372.0
1510622282,34.0,33838.0
1510622583,34.0,33215.0
1510622884,34.0,27652.0
1510623183,34.0,12044.0
1510623483,34.0,10815.0
1510623782,34.0,10598.0
1510624086,34.0,22999.0
1510624382,34.0,26163.0
1510624682,34.0,20382.0
1510624984,34.0,21606.0
1510625282,33.86666666666667,16973.0
1510625582,33.825,11177.0
1510625881,33.81666666666667,11377.0
1510626182,33.775,12099.0
1510626483,33.40833333333333,8402.0
1510626781,33.0,6463.0
1510627082,33.0,4669.0
1510627382,33.0,18772.0
1510627684,33.0,22268.0
1510627984,33.0,22728.0
1510628281,33.0,22978.0
1510628581,33.0,25153.0
1510628884,33.0,25363.0
1510629185,33.0,23925.0
1510629482,33.0,24078.0
1510629783,33.0,24367.0
1510630083,33.0,23707.0
1510630382,33.0,23920.0
1510630682,33.0,22438.0
1510630982,33.0,22438.0
1510631284,33.0,22375.0
1510631584,33.0,13819.0
1510631883,33.0,14054.0
1510632184,33.0,12425.0
